"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_oshimai"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Thermoactinomycetaceae" "Paenactinomyces" "Paenactinomyces_guangxiensis"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Thermoactinomycetaceae" "Novibacillus" "Novibacillus_thermophilus"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Thermoactinomycetaceae" "Planifilum" "Planifilum_fulgidum"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobacteraceae" "Desulfonema" "Desulfonema_magnum"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Thermoactinomycetaceae" "Marininema" "Marininema_mesophilum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Thermodesulforhabdus" "Thermodesulforhabdus_n."
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Thermodesulforhabdus" "Thermodesulforhabdus_n."
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobacteraceae" "Desulfonema" "Desulfonema_magnum"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Peptococcaceae" "Desulfofundulus" "Desulfofundulus_thermosubterraneus"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Sporomusaceae" "Sporolituus" "Sporolituus_thermophilus"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Sporomusaceae" "Sporolituus" "Sporolituus_thermophilus"
"Bacteria" "Synergistetes" "Synergistia" "Synergistales" "Synergistaceae" "Lactivibrio" "Lactivibrio_alcoholicus"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Pasteuriaceae" "Pasteuria" "Pasteuria_hartismeri"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Sporomusaceae" "Sporolituus" "Sporolituus_thermophilus"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Heliobacteriaceae" "Heliorestis" "Heliorestis_convulata"
"Bacteria" "Synergistetes" "Synergistia" "Synergistales" "Synergistaceae" "Lactivibrio" "Lactivibrio_alcoholicus"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "Actinobacteria" "Actinomycetia" "Actinopolysporales" "Actinopolysporaceae" "Actinopolyspora" "Actinopolyspora_righensis"
"Bacteria" "Actinobacteria" "Actinomycetia" "Actinopolysporales" "Actinopolysporaceae" "Actinopolyspora" "Actinopolyspora_righensis"
"Bacteria" "Actinobacteria" "Actinomycetia" "Actinopolysporales" "Actinopolysporaceae" "Actinopolyspora" "Actinopolyspora_righensis"
"Bacteria" "Actinobacteria" "Actinomycetia" "Actinopolysporales" "Actinopolysporaceae" "Actinopolyspora" "Actinopolyspora_righensis"
"Bacteria" "Actinobacteria" "Actinomycetia" "Actinopolysporales" "Actinopolysporaceae" "Actinopolyspora" "Actinopolyspora_righensis"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Sporomusaceae" "Sporolituus" "Sporolituus_thermophilus"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Sporomusaceae" "Sporolituus" "Sporolituus_thermophilus"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Thermodesulforhabdus" "Thermodesulforhabdus_n."
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Thermodesulforhabdus" "Thermodesulforhabdus_n."
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Thermodesulforhabdus" "Thermodesulforhabdus_n."
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Sporomusaceae" "Sporolituus" "Sporolituus_thermophilus"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Sporomusaceae" "Sporolituus" "Sporolituus_thermophilus"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Thermodesulforhabdus" "Thermodesulforhabdus_n."
"Bacteria" "Aquificae" "Aquificae" "Desulfurobacteriales" "Desulfurobacteriaceae" "Desulfurobacterium" "Desulfurobacterium_crinifex"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas" "Armatimonas_rosea"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfocapsaceae" "Desulfotalea" "Desulfotalea_arctica"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Salinovum" "Salinovum_rubellum"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Rhodosalinus" "Rhodosalinus_halophilus"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Peptococcaceae" "Desulfovectis" "Desulfovectis_peckii"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_algeriensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_oshimai"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_algeriensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_algeriensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_algeriensis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_oshimai"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Caldicoprobacteraceae" "Caldicoprobacter" "Caldicoprobacter_oshimai"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobacteraceae" "Desulfonema" "Desulfonema_magnum"
"Bacteria" "Actinobacteria" "Actinomycetia" "Micromonosporales" "Micromonosporaceae" "Phytohabitans" "Phytohabitans_houttuyneae"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "Actinobacteria" "Actinomycetia" "Streptomycetales" "Streptomycetaceae" "Streptomyces" "Streptomyces_griseodotifer"
"Bacteria" "Actinobacteria" "Actinomycetia" "Streptomycetales" "Streptomycetaceae" "Streptomyces" "Streptomyces_indicus"
"Bacteria" "Actinobacteria" "Actinomycetia" "Streptosporangiales" "Streptosporangiaceae" "Sphaerimonospora" "Sphaerimonospora_cavernae"
"Bacteria" "Actinobacteria" "Actinomycetia" "Streptosporangiales" "Streptosporangiaceae" "Sphaerisporangium" "Sphaerisporangium_flaviroseum"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "Actinobacteria" "Actinomycetia" "Micromonosporales" "Micromonosporaceae" "Luedemannella" "Luedemannella_helvata"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "Actinobacteria" "Actinomycetia" "Micrococcales" "Brevibacteriaceae" "Brevibacterium" "Brevibacterium_daeguense"
"Bacteria" "Actinobacteria" "Nitriliruptoria" "Euzebyales" "Euzebyaceae" "Euzebya" "Euzebya_tangerina"
"Bacteria" "Actinobacteria" "Actinomycetia" "Streptomycetales" "Streptomycetaceae" "Streptomyces" "Streptomyces_tempisquensis"
"Bacteria" "Actinobacteria" "Actinomycetia" "Streptomycetales" "Streptomycetaceae" "Streptomyces" "Streptomyces_indicus"
"Bacteria" "Firmicutes" "Clostridia" "Thermoanaerobacterales" "Thermoanaerobacteraceae" "Carboxydothermus" "Carboxydothermus_siderophilus"
"Bacteria" "Firmicutes" "Clostridia" "Thermoanaerobacterales" "Thermoanaerobacteraceae" "Carboxydothermus" "Carboxydothermus_siderophilus"
"Bacteria" "Firmicutes" "Clostridia" "Thermoanaerobacterales" "Thermoanaerobacteraceae" "Carboxydothermus" "Carboxydothermus_siderophilus"
"Bacteria" "Firmicutes" "Clostridia" "Thermoanaerobacterales" "Thermoanaerobacteraceae" "Carboxydothermus" "Carboxydothermus_islandicus"
"Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_broomii"
"Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" "Lactococcus_allomyrinae"
"Bacteria" "Cyanobacteria" NA "Pseudanabaenales" "Pseudanabaenaceae" "Limnothrix" "Limnothrix_rosea"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Microcoleaceae" "Kamptonema" "Kamptonema_okenii"
"Bacteria" "Synergistetes" "Synergistia" "Synergistales" "Synergistaceae" "Lactivibrio" "Lactivibrio_alcoholicus"
"Bacteria" "Cyanobacteria" "Cyanobacteriia" "Cyanobacteriales" "Geitlerinemaceae" "Geitlerinema_PCC-7105" "Phormidiaceae_cyanobacterium"
"Bacteria" "Cyanobacteria" "Cyanobacteriia" "Phormidesmiales" "Nodosilineaceae" "Halomicronema_TFEP1" "filamentous_cyanobacterium"
"Bacteria" "Synergistetes" "Synergistia" "Synergistales" "Synergistaceae" "Lactivibrio" "Lactivibrio_alcoholicus"
"Bacteria" "Synergistetes" "Synergistia" "Synergistales" "Synergistaceae" "Lactivibrio" "Lactivibrio_alcoholicus"
"Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Floricoccus" "Floricoccus_penangensis"
"Bacteria" "Synergistetes" "Synergistia" "Synergistales" "Synergistaceae" "Lactivibrio" "Lactivibrio_alcoholicus"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Methylococcales" "Methylothermaceae" "Methylomarinovum" "Methylomarinovum_caldicuralii"
"Bacteria" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "MBNT15" "delta_proteobacterium"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Planktotalea" "Planktotalea_lamellibrachiae"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Planktotalea" "Planktotalea_lamellibrachiae"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Peptostreptococcaceae" "Peptoclostridium" "[Clostridium]_hiranonis"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "JTB23" "JTB23" "JTB23" "hydrothermal_vent"
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "JTB23" "JTB23" "JTB23" "hydrothermal_vent"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Sporomusaceae" "Propionispora" "Propionispora_vibrioides"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Paenibacillus" "Paenibacillus_soli"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Saccharibacillus" "Saccharibacillus_endophyticus"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Saccharibacillus" "Saccharibacillus_endophyticus"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Saccharibacillus" "Saccharibacillus_endophyticus"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Saccharibacillus" "Saccharibacillus_endophyticus"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Selenomonadaceae" "Selenomonas" "Selenomonas_artemidis"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Peptococcaceae" "Desulfocucumis" "Desulfocucumis_palustris"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Peptococcaceae" "Desulfocucumis" "Desulfocucumis_palustris"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Ureibacillus" "Ureibacillus_defluvii"
"Bacteria" "Firmicutes" "Clostridia" "Thermoanaerobacterales" "Thermoanaerobacteraceae" "Thermoanaerobacter" "Thermoanaerobacter_sulfurophilus"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus" "Bacillus_haikouensis"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Sporomusaceae" "Sporomusa" "Sporomusa_rhizae"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Peptococcaceae" "Desulfocucumis" "Desulfocucumis_palustris"
"Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Aerococcaceae" "Suicoccus" "Suicoccus_acidiformans"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Selenomonadaceae" "Propionispira" "Propionispira_raffinosivorans"
"Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Aerococcaceae" "Suicoccus" "Suicoccus_acidiformans"
"Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Aerococcaceae" "Suicoccus" "Suicoccus_acidiformans"
"Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Aerococcaceae" "Suicoccus" "Suicoccus_acidiformans"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Peribacillus" "Peribacillus_endoradicis"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Peribacillus" "Peribacillus_endoradicis"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Peribacillus" "Peribacillus_endoradicis"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Alteribacter" "Alteribacter_populi"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Peribacillus" "Peribacillus_endoradicis"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus" "Bacillus_haikouensis"
"Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Selenomonadaceae" "Propionispira" "Propionispira_raffinosivorans"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Saccharibacillus" "Saccharibacillus_endophyticus"
"Bacteria" "Tenericutes" "Mollicutes" "Haloplasmatales" "Haloplasmataceae" "Haloplasma" "Inordinaticella_fortuita"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Listeriaceae" "Brochothrix" "bacterium_RFB"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Listeriaceae" "Brochothrix" "bacterium_RFB"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Peptostreptococcaceae" "Acetoanaerobium" "Acetoanaerobium_pronyense"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Peptostreptococcaceae" "Acetoanaerobium" "Acetoanaerobium_pronyense"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Alteribacter" "Alteribacter_populi"
"Bacteria" "Actinobacteria" "Actinomycetia" "Micrococcales" "Microbacteriaceae" "Mycetocola" "Mycetocola_tolaasinivorans"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Pseudomaribius" "Pseudomaribius_aestuariivivens"
"Bacteria" "Firmicutes" "Tissierellia" "Tissierellales" "Peptoniphilaceae" "Gallicola" "Gallicola_barnesae"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "Rhizobium" "Rhizobium_azibense"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Desulfacinum" "Desulfacinum_subterraneum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Desulfacinum" "Desulfacinum_subterraneum"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Desulfosoma" "Desulfosoma_profundi"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Desulfosoma" "Desulfosoma_profundi"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Paenibacillus" "Paenibacillus_abekawaensis"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "Desulfuromonadaceae" "Desulfuromusa" "Desulfuromusa_kysingii"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "Desulfuromonadaceae" "Desulfuromusa" "Desulfuromusa_kysingii"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "Desulfuromonadaceae" "Desulfuromonas" "Desulfuromonas_palmitatis"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Paenibacillus" "Paenibacillus_segetis"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Sphingomonas_fennica"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingorhabdus" "Sphingorhabdus_arenilitoris"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "Desulfuromonadaceae" "Desulfuromusa" "Desulfuromusa_succinoxidans"
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "Desulfuromonadaceae" "Desulfuromusa" "Desulfuromusa_kysingii"
"Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Eubacteriales_Family_XIII._Incertae_Sedis" "Bacilliculturomica" "Bacilliculturomica_massiliensis"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Peribacillus" "Peribacillus_endoradicis"
"Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Aerococcaceae" "Globicatella" "Globicatella_sulfidifaciens"
"Bacteria" "Firmicutes" "Negativicutes" "Acidaminococcales" "Acidaminococcaceae" "Phascolarctobacterium" "Phascolarctobacterium_succinatutens"
"Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Floricoccus" "Floricoccus_tropicus"
"Bacteria" "Cyanobacteria" NA "Synechococcales" "Trichocoleusaceae" "Trichocoleus" "Trichocoleus_desertorum"
"Bacteria" "Cyanobacteria" NA "Chroococcales" "Geminocystaceae" "Geminocystis_PCC-6308" "Chroococcales_cyanobacterium"
"Bacteria" "Cyanobacteria" NA "Chroococcales" "Geminocystaceae" "Geminocystis_PCC-6308" "Chroococcales_cyanobacterium"
"Bacteria" "Cyanobacteria" NA "Chroococcales" "Geminocystaceae" "Geminocystis_PCC-6308" "Chroococcales_cyanobacterium"
"Bacteria" "Cyanobacteria" NA "Chroococcales" "Geminocystaceae" "Geminocystis_PCC-6308" "Chroococcales_cyanobacterium"
"Bacteria" "Cyanobacteria" NA "Chroococcales" "Geminocystaceae" "Geminocystis_PCC-6308" "Chroococcales_cyanobacterium"
"Bacteria" "Cyanobacteria" "Cyanobacteriia" "Phormidesmiales" "Phormidesmiaceae" "Phormidesmis_ANT.LACV5.1" "LPP-group_MBIC10597"
"Bacteria" "Cyanobacteria" NA "Pseudanabaenales" "Leptolyngbyaceae" "Leptolyngbya" "Leptolyngbya_scottii"
"Bacteria" "Cyanobacteria" NA "Pseudanabaenales" "Leptolyngbyaceae" "Leptolyngbya" "Leptolyngbya_scottii"
"Bacteria" "Cyanobacteria" NA "Pseudanabaenales" "Prochlorotrichaceae" "Haloleptolyngbya" "Haloleptolyngbya_alcalis"
"Bacteria" "Tenericutes" "Mollicutes" "Mycoplasmatales" "Mycoplasmataceae" "Mycoplasmopsis" "Mycoplasmopsis_columboralis"
"Bacteria" "Tenericutes" "Mollicutes" "Mycoplasmatales" "Mycoplasmataceae" "Mycoplasmopsis" "Mycoplasmopsis_lipofaciens"
"Bacteria" "Tenericutes" "Mollicutes" "Mycoplasmatales" "Mycoplasmataceae" "Mycoplasmopsis" "Mycoplasmopsis_mucosicanis"
"Bacteria" "Cyanobacteria" NA "Pseudanabaenales" "Leptolyngbyaceae" "Leptolyngbya" "Leptolyngbya_scottii"
"Bacteria" "Tenericutes" "Mollicutes" "Mycoplasmatales" "Mycoplasmataceae" "Mycoplasmopsis" "Mycoplasmopsis_lipofaciens"
"Bacteria" "Tenericutes" "Mollicutes" "Mycoplasmatales" "Mycoplasmataceae" "Mycoplasmopsis" "Mycoplasmopsis_ciconiae"
"Bacteria" "Cyanobacteria" NA "Pleurocapsales" "Hyellaceae" "Hyella" "Hyella_patelloides"
"Bacteria" "Tenericutes" "Mollicutes" "Mycoplasmatales" "Mycoplasmataceae" "Mycoplasma" "Mycoplasma_iguanae"
"Bacteria" "Cyanobacteria" "Cyanobacteriia" "Oxyphotobacteria_Incertae_Sedis" "Unknown_Family" "CENA518" "Pseudanabaenaceae_cyanobacterium"
"Bacteria" "Cyanobacteria" NA "Nostocales" "Nostocaceae" "Cylindrospermum" "Cylindrospermum_stagnale"
"Bacteria" "Cyanobacteria" NA "Nostocales" "Nostocaceae" "Cylindrospermum" "Cylindrospermum_stagnale"
"Bacteria" "Cyanobacteria" NA "Nostocales" "Nostocaceae" "Nostoc" "Nostoc_calcicola"
"Bacteria" "Cyanobacteria" NA "Nostocales" "Nostocaceae" "Nostoc" "Nostoc_punctiforme"
"Bacteria" "Cyanobacteria" NA "Nostocales" "Nostocaceae" "Nostoc" "Nostoc_punctiforme"
"Bacteria" "Cyanobacteria" NA "Nostocales" "Nostocaceae" "Cylindrospermum" "Cylindrospermum_catenatum"
"Bacteria" "Cyanobacteria" NA "Nostocales" "Nostocaceae" "Trichormus" "Trichormus_variabilis"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Oscillatoriales" "Sirenicapillariaceae" "Limnoraphis" "Limnoraphis_hieronymusii"
"Bacteria" "Cyanobacteria" NA "Chroococcales" "Geminocystaceae" "Geminocystis_PCC-6308" "Chroococcales_cyanobacterium"
